century,th.domain,targ.word,oth.words
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,church,1
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,church,1
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,1
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,church,1
16,bussines,church,1
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,1
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,church,1
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,1
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,church,1
16,bussines,church,1
16,bussines,church,1
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,church,2
16,bussines,church,2
16,bussines,non-church,2
16,bussines,church,1
16,bussines,church,1
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,church,1
16,bussines,church,1
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
16,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,1
17,bussines,non-church,1
17,bussines,non-church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,1
17,bussines,non-church,0
17,bussines,non-church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,1
17,bussines,non-church,0
17,bussines,church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,2
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,1
17,bussines,church,1
17,bussines,church,1
17,bussines,church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,1
17,bussines,church,1
17,bussines,church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,1
17,bussines,church,1
17,bussines,church,1
17,bussines,church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,2
17,bussines,church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,1
17,bussines,church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,4
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,2
17,bussines,church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,1
17,bussines,non-church,0
17,bussines,church,1
17,bussines,church,1
17,bussines,church,1
17,bussines,non-church,0
17,bussines,church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,1
17,bussines,church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,church,1
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
