century,th.domain,targ.word,oth.words
17,bussines,church,1
17,bussines,church,2
17,bussines,church,2
17,bussines,church,2
17,bussines,church,2
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
17,bussines,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,5
15,hybrid,church,4
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,7
15,hybrid,church,7
15,hybrid,church,7
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,4
15,hybrid,church,4
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,4
15,hybrid,church,4
15,hybrid,church,4
15,hybrid,church,4
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,7
15,hybrid,church,7
15,hybrid,church,36
15,hybrid,church,36
15,hybrid,church,1
15,hybrid,church,4
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,4
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,6
15,hybrid,church,6
15,hybrid,church,4
15,hybrid,church,4
15,hybrid,church,4
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,5
15,hybrid,church,4
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,6
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,4
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,2
15,hybrid,church,4
15,hybrid,church,5
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,4
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,2
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,2
15,hybrid,non-church,0
15,hybrid,church,4
15,hybrid,church,1
15,hybrid,church,10
15,hybrid,church,10
15,hybrid,church,10
15,hybrid,church,4
15,hybrid,church,1
15,hybrid,church,7
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,4
15,hybrid,church,4
15,hybrid,church,3
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,4
15,hybrid,church,4
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,4
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,4
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,non-church,0
15,hybrid,church,2
15,hybrid,non-church,0
15,hybrid,non-church,1
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,church,4
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,10
15,hybrid,church,10
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,4
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,4
15,hybrid,church,6
15,hybrid,church,6
15,hybrid,church,6
15,hybrid,church,6
15,hybrid,church,6
15,hybrid,church,3
15,hybrid,church,7
15,hybrid,church,7
15,hybrid,church,4
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,4
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,5
15,hybrid,church,5
15,hybrid,church,2
15,hybrid,church,5
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,5
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,4
15,hybrid,church,2
15,hybrid,church,4
15,hybrid,church,1
15,hybrid,church,4
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,6
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,church,4
15,hybrid,church,4
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,4
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,non-church,2
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,6
15,hybrid,church,6
15,hybrid,non-church,2
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,2
15,hybrid,non-church,0
15,hybrid,non-church,1
15,hybrid,church,2
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,2
15,hybrid,non-church,2
15,hybrid,church,6
15,hybrid,non-church,0
15,hybrid,non-church,2
15,hybrid,non-church,2
15,hybrid,non-church,3
15,hybrid,church,2
15,hybrid,non-church,2
15,hybrid,church,4
15,hybrid,church,3
15,hybrid,non-church,1
15,hybrid,church,5
15,hybrid,non-church,5
15,hybrid,non-church,1
15,hybrid,church,4
15,hybrid,non-church,4
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,3
15,hybrid,non-church,0
15,hybrid,church,4
15,hybrid,church,4
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,4
15,hybrid,non-church,3
15,hybrid,church,1
15,hybrid,non-church,2
15,hybrid,church,2
15,hybrid,church,5
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,non-church,2
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,3
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,non-church,3
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,5
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,non-church,0
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,church,2
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,5
15,hybrid,church,5
15,hybrid,church,5
15,hybrid,church,5
15,hybrid,church,5
15,hybrid,church,5
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,5
15,hybrid,church,5
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,non-church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,2
15,hybrid,non-church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,church,4
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,2
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,2
15,hybrid,non-church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,2
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,non-church,1
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,5
15,hybrid,church,5
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,4
15,hybrid,church,6
15,hybrid,church,6
15,hybrid,church,3
15,hybrid,church,5
15,hybrid,non-church,4
15,hybrid,church,4
15,hybrid,non-church,2
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,church,5
15,hybrid,church,5
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,5
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,6
15,hybrid,church,6
15,hybrid,church,1
15,hybrid,non-church,2
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,non-church,0
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,non-church,0
15,hybrid,non-church,1
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,2
15,hybrid,church,4
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,4
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,1
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,2
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,1
15,hybrid,non-church,0
15,hybrid,non-church,3
15,hybrid,non-church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,1
15,hybrid,non-church,6
15,hybrid,church,6
15,hybrid,non-church,1
15,hybrid,non-church,0
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,4
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,4
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,4
15,hybrid,church,4
15,hybrid,church,4
15,hybrid,church,2
15,hybrid,non-church,3
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,4
15,hybrid,church,4
15,hybrid,church,4
15,hybrid,church,7
15,hybrid,church,7
15,hybrid,church,7
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,4
15,hybrid,church,4
15,hybrid,church,1
15,hybrid,church,6
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,non-church,0
15,hybrid,non-church,1
15,hybrid,non-church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,4
15,hybrid,church,2
15,hybrid,church,6
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,2
15,hybrid,non-church,3
15,hybrid,church,3
15,hybrid,church,5
15,hybrid,church,5
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,5
15,hybrid,church,5
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,4
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,10
15,hybrid,church,10
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,4
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,8
15,hybrid,church,3
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,non-church,6
15,hybrid,church,6
15,hybrid,church,4
15,hybrid,non-church,0
15,hybrid,church,5
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,1
15,hybrid,non-church,1
15,hybrid,non-church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,2
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,4
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,5
15,hybrid,church,4
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,4
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,4
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,4
15,hybrid,church,8
15,hybrid,church,3
15,hybrid,church,4
15,hybrid,church,3
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,5
15,hybrid,church,3
15,hybrid,non-church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,2
15,hybrid,church,8
15,hybrid,church,1
15,hybrid,church,4
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,5
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,non-church,0
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,4
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,non-church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,5
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,non-church,0
15,hybrid,church,2
15,hybrid,non-church,0
15,hybrid,church,4
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,4
15,hybrid,church,4
15,hybrid,church,2
15,hybrid,church,3
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,church,3
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,2
15,hybrid,church,2
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,church,1
15,hybrid,non-church,1
15,hybrid,non-church,0
15,hybrid,church,1
15,hybrid,non-church,0
15,hybrid,non-church,0
15,hybrid,non-church,0
